Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Name,Number,Player Id,Position,Weight (lbs),Years Played
26,"Atlanta , GA",7/13/1990,Georgia,Active,Baltimore Ravens,6th season,70,Fayette Co. HS,"Fayetteville, GA","Boykin, Brandon",,brandonboykin/2532798,DB,182,
28,"Altamonte Springs , FL",4/30/1989,South Carolina,Active,Buffalo Bills,6th season,73,Lake Brantley HS,"Altamonte Springs, FL","DiMarco, Patrick",,patrickdimarco/2530763,RB,234,
22,"White Hall , AR",8/10/1994,Arkansas,Active,Washington Redskins,Rookie,77,White Hall HS,AR,"Sprinkle, Jeremy",,jeremysprinkle/2557886,TE,256,
26,,1/27/1991,West Texas A&M,Active,Baltimore Ravens,2nd season,77,,,"Vaughan, Dustin",,dustinvaughan/2550410,QB,240,
27,"Miami , FL",1/23/1990,Nebraska,Active,Tampa Bay Buccaneers,6th season,73,Miami Northwestern HS,FL,"David, Lavonte",54,lavontedavid/2532828,OLB,233,
27,"Oceanside , CA",1/9/1990,Oklahoma State,Suspended,Jacksonville Jaguars,2nd season,73,Plainview HS,"Ardmore, OK","Blackmon, Justin",14,justinblackmon/2533038,WR,210,
22,"Arvada , CO",9/20/1994,Arkansas,Active,Dallas Cowboys,Rookie,82,Ralston Valley HS,"Arvada, CO","Skipper, Dan",,danskipper/2559372,OT,309,
24,"Morgantown , WV",5/15/1993,North Carolina,Active,New Orleans Saints,2nd season,75,Harrisonburg HS,VA,"Turner, Landon",78,landonturner/2556784,OG,325,
22,"Cairo , GA",1/22/1995,Georgia Tech,Active,Jacksonville Jaguars,Rookie,71,,,"Davis, P.J.",,p.j.davis/2559165,LB,216,
33,"Ruston , LA",6/10/1983,LSU,Active,Buffalo Bills,12th season,73,Ruston HS,LA,"Williams, Kyle",95,kylewilliams/2506931,DE,303,
30,"Accokeek , MD",8/12/1986,Hofstra,Unsigned free agent,Baltimore Ravens,9th season,70,Gwynn Park HS,"Brandywine, MD","Arrington, Kyle",24,kylearrington/2507430,CB,186,
28,"Bayonne , NJ",9/19/1988,Rutgers,Active,Cleveland Browns,9th season,75,Bayonne HS,NJ,"Britt, Kenny",,kennybritt/71217,WR,223,
24,,12/11/1992,Mississippi,Active,Tennessee Titans,Rookie,71,,,"Judd, Akeem",,akeemjudd/2559338,RB,224,
25,,3/30/1992,Kent State,Active,Pittsburgh Steelers,3rd season,71,Reynoldsburg HS,OH,"Nix-Jones, Roosevelt",45,rooseveltnix/2550235,FB,248,
21,"Tyler , TX",9/17/1995,Texas Tech,Active,Kansas City Chiefs,Rookie,75,Whitehouse HS,TX,"Mahomes, Patrick",,patrickmahomes/2558125,QB,215,
24,"Landover , MD",9/13/1992,Georgia Tech,Active,Baltimore Ravens,3rd season,78,North Cobb HS,"Acworth, GA","Waller, Darren",84,darrenwaller/2552408,TE,255,
25,,2/17/1992,Wis.-Whitewater,Active,Cincinnati Bengals,1st season,76,,,"Kumerow, Jake",84,jakekumerow/2553548,WR,206,
27,"Maben , MS",10/3/1989,Mississippi State,Active,Chicago Bears,5th season,74,East Webster HS,"Maben, MS","Banks, Johnthan",35,johnthanbanks/2539262,CB,185,
23,,9/16/1993,Florida Atlantic,Active,New York Jets,1st season,74,,,"Bryant, Brandin",,brandinbryant/2556486,DT,289,
22,,3/30/1995,Samford,Active,Cincinnati Bengals,Rookie,73,,,"Hamilton, Karel",,karelhamilton/2558948,WR,181,
25,"Dry Branch , GA",10/10/1991,Michigan State,Active,Cincinnati Bengals,4th season,71,Twiggs Co. HS,"Jeffersonville, GA","Dennard, Darqueze",21,darquezedennard/2543474,CB,198,
33,"Inglewood , CA",1/21/1984,Oregon,Active,Detroit Lions,12th season,76,Highland HS,"Salt Lake City, UT","Ngata, Haloti",92,halotingata/2506879,DT,345,
23,"Baltimore , MD",8/8/1993,Auburn,Active,Los Angeles Rams,2nd season,69,Our Lady of Good Counsel HS,"Olney, MD","Countess, Blake",29,blakecountess/2556374,CB,184,
24,"Sacramento , CA",1/21/1993,Stanford,Active,New England Patriots,3rd season,71,Folsom HS,CA,"Richards, Jordan",37,jordanrichards/2552392,SS,210,
22,"West Palm Beach , FL",7/25/1994,Florida Atlantic,Active,Chicago Bears,2nd season,70,Glades Central HS,"Belle Glade, FL","LeBlanc, Cre'von",22,cre'vonleblanc/2556587,CB,190,
24,"Salisbury , NC",2/7/1993,South Carolina State,Active,Pittsburgh Steelers,2nd season,73,North Rowan HS,"Spencer, NC","Hargrave, Javon",79,javonhargrave/2555239,NT,305,
23,,1/27/1994,Nebraska,Active,New England Patriots,Rookie,76,,,"Cotton, Sam",,samcotton/2559374,TE,236,
26,"Bellflower , CA",10/26/1990,San Diego State,Active,Dallas Cowboys,4th season,70,St. John Bosco HS,"Bellflower, CA","McFadden, Leon",23,leonmcfadden/2539300,DB,190,
23,"Medford , MA",7/13/1993,Harvard,Active,Cleveland Browns,1st season,77,Wakefield HS,MA,"Fabiano, Anthony",61,anthonyfabiano/2556520,C,307,
25,Hastings Australia,4/27/1992,Sam Houston State,Active,New York Jets,2nd season,76,Mornington Secondary College HS,"Hastings, Australia","Edwards, Lac",4,lacedwards/2555558,P,209,
,,,Washburn,Active,Green Bay Packers,Rookie,75,,,"Heiman, Cody",,codyheiman/2558951,LB,245,
33,"Miami , FL",2/25/1984,Jacksonville,Active,Jacksonville Jaguars,Rookie,74,,,"Horton, Justin",,justinhorton/2559304,LB,235,
25,"Buffalo , NY",7/1/1991,Southern Methodist,Active,Carolina Panthers,1st season,76,Lake Travis HS,"Austin, TX","Gilbert, Garrett",,garrettgilbert/2549982,QB,221,
26,"Austin , TX",8/31/1990,Missouri,Active,Arizona Cardinals,4th season,73,Pflugerville HS,TX,"Gooden, Zaviar",52,zaviargooden/2539264,LB,231,
23,"Philadelphia , PA",5/17/1994,Temple,Active,Los Angeles Rams,1st season,71,,,"Shippen, Brandon",,brandonshippen/2556680,WR,198,
27,"Nashville , TN",1/12/1990,UCLA,Active,Minnesota Vikings,5th season,77,Ensworth HS,"Nashville, TN","McDermott, Kevin",47,kevinmcdermott/2541627,LS,240,
22,,6/4/1995,Iowa,Active,New England Patriots,Rookie,72,,,"Daniels, LeShun",39,leshundaniels/2559020,RB,216,
26,"Roy , UT",3/28/1991,Utah State,Active,Washington Redskins,3rd season,74,Clearfield HS,UT,"Vigil, Zach",59,zachvigil/2553687,OLB,240,
23,"Madison , AL",9/23/1993,Alabama,Active,Buffalo Bills,2nd season,74,Bob Jones HS,"Madison, AL","Ragland, Reggie",59,reggieragland/2555169,ILB,252,
33,"Glen Ridge , NJ",4/20/1984,Notre Dame,Active,Miami Dolphins,12th season,76,Verona HS,NJ,"Fasano, Anthony",,anthonyfasano/2495835,TE,255,
24,"Greenville , SC",7/7/1992,Vanderbilt,Active,Denver Broncos,1st season,77,Reitz Memorial HS,"Evansville, IN","Scheu, Steven",,stevenscheu/2556674,TE,255,
25,"Cleveland , OH",11/11/1991,Toledo,Active,Green Bay Packers,4th season,75,Glenville HS,"Cleveland, OH","Elliott, Jay",91,jayelliott/2550196,LB,255,
25,,5/31/1992,Central Florida,Active,Green Bay Packers,1st season,75,,,"McCray, Justin",,justinmccray/2550495,G,321,
22,"Sealy , TX",3/15/1995,Texas A&M,Active,Arizona Cardinals,Rookie,77,Sealy HS,TX,"Seals-Jones, Ricky",,rickyseals-jones/2559248,TE,243,
24,"Redwood City , CA",12/24/1992,Fresno State,Active,Green Bay Packers,4th season,73,Palo Alto HS,CA,"Adams, Davante",17,davanteadams/2543495,WR,215,
29,"Media , PA",3/28/1988,Kansas,Active,Pittsburgh Steelers,6th season,73,Strath Haven HS,"Wallingford, PA","Johnson, Steven",51,stevenjohnson/2535514,LB,237,
28,"Fort Washington , MD",4/14/1989,Florida,Active,Cleveland Browns,8th season,71,Friendly HS,"Fort Washington, MD","Haden, Joe",23,joehaden/496733,CB,195,
,,,Wisconsin,Active,Pittsburgh Steelers,Rookie,76,,,"Houston, Bart",,barthouston/2559370,QB,216,
29,"Port Royal , SC",8/17/1987,Newberry,Active,Kansas City Chiefs,7th season,72,Beaufort HS,SC,"Parker, Ron",38,ronparker/2530794,FS,206,
27,"Santa Monica , CA",11/17/1989,Tulane,Active,Tampa Bay Buccaneers,4th season,77,,,"Griffin, Ryan",4,ryangriffin/2541185,QB,210,
25,"Norcross , GA",11/9/1991,Florida,Active,Denver Broncos,3rd season,76,Norcross HS,GA,"Garcia, Max",76,maxgarcia/2552583,OG,309,
24,"New Britain , CT",9/26/1992,Connecticut,Active,Dallas Cowboys,3rd season,72,St. Paul HS,"Bristol, CT","Jones, Byron",31,byronjones/2552568,FS,199,
27,"Londonderry , NH",1/11/1990,Connecticut,Active,Houston Texans,5th season,78,Londonderry HS,NH,"Griffin, Ryan",84,ryangriffin/2541316,TE,265,
30,"Amityville , NY",4/8/1987,Villanova,Active,Carolina Panthers,6th season,71,Amityville Memorial HS,NY,"Young, Darrel",,darrelyoung/2507737,FB,251,
23,"Torrance , CA",9/1/1993,UCLA,Active,Cleveland Browns,2nd season,73,Oaks Christian School HS,"Westlake Village, CA","Payton, Jordan",84,jordanpayton/2555370,WR,209,
26,"Baton Rouge , LA",7/6/1990,Northwestern State-Louisiana,Active,New York Jets,2nd season,75,Glen Oaks HS,"Baton Rouge, LA","Simon, Deon",93,deonsimon/2552678,DT,332,
26,"Andalusia , AL",7/21/1990,Alabama,Active,San Francisco 49ers,5th season,77,Clay-Chalkville HS,"Pinson, AL","Dial, Quinton",92,quintondial/2539960,DE,318,
26,"Washington , DC",7/23/1990,Stanford,Active,Detroit Lions,6th season,72,Gonzaga HS,"Washington, DC","Bademosi, Johnson",29,johnsonbademosi/2535693,CB,206,
22,,8/16/1994,Toledo,Active,Detroit Lions,Rookie,70,,,"Milligan, Rolan",,rolanmilligan/2556758,DB,200,
24,,8/3/1992,Arkansas,Active,Indianapolis Colts,2nd season,72,Legacy HS,,"Mitchel, Tevin",,tevinmitchel/2553444,CB,190,
25,"Martinez , CA",1/22/1992,California,Active,Green Bay Packers,4th season,76,St. John's HS,"Shrewsbury, MA","Rodgers, Richard",82,richardrodgers/2550313,TE,257,
30,"Aberdeen , MD",7/1/1986,Maryland,Unsigned free agent,New York Jets,9th season,75,Aberdeen HS,MD,"Henderson, Erin",58,erinhenderson/1363,OLB,244,
27,"Youngstown , OH",3/24/1990,Kentucky,Active,Chicago Bears,6th season,73,Leesburg HS,FL,"Trevathan, Danny",59,dannytrevathan/2532961,ILB,239,
26,"Chicago , IL",6/17/1990,UCLA,Active,Los Angeles Rams,6th season,76,Chino Hills HS,CA,"Harkey, Cory",46,coryharkey/2533353,TE,259,
23,"Miami , FL",8/12/1993,Louisville,Active,Buffalo Bills,3rd season,74,Miami Central HS,FL,"Miller, John",76,johnmiller/2553436,OG,303,
23,,8/6/1993,Wake Forest,Active,Oakland Raiders,1st season,75,,,"Brent, K.J.",80,k.j.brent/2556383,WR,207,
27,"Redmond , WA",2/8/1990,Oregon State,Active,Los Angeles Rams,6th season,77,Bothell HS,WA,"Hekker, Johnny",6,johnnyhekker/2535663,P,236,
27,"East Orange , NJ",5/4/1990,Michigan,Active,Pittsburgh Steelers,4th season,69,Liberty HS,"Youngstown, OH","Toussaint, Fitzgerald",33,fitzgeraldtoussaint/2550738,RB,204,
29,Port Au Prince Haiti,3/27/1988,Stillman,Active,Washington Redskins,7th season,74,St. Joseph Regional HS,"Montvale, NJ","Galette, Junior",58,juniorgalette/496782,LB,260,
23,"Homestead , FL",1/19/1994,Robert Morris,Active,Atlanta Falcons,Rookie,71,,,"Branch, Marcelis",,marcelisbranch/2559107,DB,180,
,,,Miami (Fla.),Active,New Orleans Saints,Rookie,75,,,"Muhammad, Al-Quadin",,al-quadinmuhammad/2558131,DE,253,
24,,10/23/1992,Ferris State,Active,New Orleans Saints,1st season,75,Greenville HS,MI,"Zimmer, Justin",,justinzimmer/2556716,DT,292,
24,,11/27/1992,Connecticut,Active,New York Jets,1st season,70,,,"Foxx, Deshon",,deshonfoxx/2553917,WR,177,
24,"Tyler , TX",8/13/1992,Baylor,Active,Detroit Lions,2nd season,73,Lee HS,"Tyler, TX","Landes, Jimmy",42,jimmylandes/2555369,LS,252,
24,"Tuscaloosa , AL",8/11/1992,Mississippi State,Injured reserve,Seattle Seahawks,3rd season,73,Northridge HS,"Tuscaloosa, AL","Johnson, Malcolm",,malcolmjohnson/2553446,RB,231,
24,,12/7/1992,Louisville,Active,Cincinnati Bengals,Rookie,70,,,"Brown, Jon",,jonbrown/2556725,K,202,
20,"Oakley , CA",7/24/1996,Oklahoma,Active,Cincinnati Bengals,Rookie,73,Freedom HS,"Oakley, CA","Mixon, Joe",,joemixon/2557976,RB,226,
24,,2/22/1993,Purdue,Active,Houston Texans,3rd season,70,Newton Co. HS,"Covington, GA","Hunt, Akeem",,akeemhunt/2553660,RB,190,
32,Dusseldorf Germany,7/10/1984,Houston,Unsigned free agent,New England Patriots,9th season,80,Quirinus Gymnasium HS,"Kaarst, Germany","Vollmer, Sebastian",76,sebastianvollmer/89814,T,320,
32,"Wahoo , NE",10/4/1984,Nebraska-Omaha,Active,Chicago Bears,8th season,77,Bishop Neumann HS,"Wahoo, NE","Miller, Zach",86,zachmiller/238457,TE,243,
33,"Baton Rouge , LA",1/28/1984,Memphis,Active,New England Patriots,12th season,73,Madison Central HS,MS,"Gostkowski, Stephen",3,stephengostkowski/2506922,K,215,
25,"Snellville , GA",5/28/1992,Alabama,Active,Minnesota Vikings,2nd season,76,North Gwinnett HS,"Suwanee, GA","Shepherd, Austin",,austinshepherd/2552495,OT,327,
24,,3/31/1993,Mississippi,Active,Seattle Seahawks,Rookie,75,,,"Liggins, Jeremy",,jeremyliggins/2559305,DT,310,
26,"Abilene , TX",9/26/1990,San Jose State,Active,Jacksonville Jaguars,3rd season,70,Granite Bay HS,CA,"Thompson, Peyton",25,peytonthompson/2535582,DB,189,
23,"Atlanta , GA",9/9/1993,Georgia Tech,Active,Kansas City Chiefs,2nd season,71,Union Grove HS,"McDonough, GA","White, D.J.",24,d.j.white/2555555,CB,193,
25,"Dunnellon , FL",3/2/1992,Florida State,Active,Philadelphia Eagles,4th season,71,Dunnellon HS,FL,"Brooks, Terrence",29,terrencebrooks/2543712,DB,200,
33,"Minneapolis , MN",8/31/1983,Pittsburgh,Active,Arizona Cardinals,14th season,75,Academy of the Holy Angels HS,"Richfield, MN","Fitzgerald, Larry",11,larryfitzgerald/2506106,WR,218,
28,"Houston , TX",3/4/1989,Utah,Active,Atlanta Falcons,6th season,74,Hightower HS,"Missouri City, TX","Shelby, Derrick",90,derrickshelby/2532989,DE,280,
21,"East Orange , NJ",8/29/1995,West Virginia,Active,Philadelphia Eagles,Rookie,74,East Orange HS,NJ,"Douglas, Rasul",,rasuldouglas/2558168,CB,204,
,,,Virginia,Active,New York Giants,Rookie,75,,,"Johnson, Keeon",,keeonjohnson/2559313,WR,201,
29,"Tampa , FL",2/7/1988,Georgia,Active,Detroit Lions,9th season,75,Highland Park HS,"Dallas, TX","Stafford, Matthew",9,matthewstafford/79860,QB,226,
29,"Burlington , NJ",2/9/1988,Temple,Active,Buffalo Bills,6th season,74,Burlington Twp. HS,"Burlington, NJ","Streater, Rod",,rodstreater/2535869,WR,195,
31,"Avondale , LA",11/13/1985,Texas A&M,Active,Seattle Seahawks,9th season,76,Alief Taylor HS,"Harris Co., TX","Bennett, Michael",72,michaelbennett/2507617,DE,274,
23,,9/3/1993,USC,Active,Seattle Seahawks,Rookie,73,Carson HS,CA,"Rogers, Darreus",,darreusrogers/2559238,WR,216,
22,"Montreal , Quebec",7/8/1994,Mississippi State,Active,Seattle Seahawks,Rookie,77,,,"Senior, Justin",,justinsenior/2558053,OT,331,
24,"Salisbury , MD",2/10/1993,Tennessee,Active,Jacksonville Jaguars,2nd season,76,Delmar HS,DE,"Ellis, Alex",48,alexellis/2556737,TE,240,
25,"Compton , CA",2/28/1992,Arizona State,Active,New England Patriots,2nd season,76,Cypress HS,CA,"Douglas, Jamil",,jamildouglas/2552339,OG,308,
35,"Queen City , TX",1/22/1982,Arkansas,Active,Philadelphia Eagles,14th season,76,Queen City HS,TX,"Peters, Jason",71,jasonpeters/2505827,T,328,
23,,12/29/1993,Texas A&M,Active,Minnesota Vikings,Rookie,75,,,"Washington, Shaan",,shaanwashington/2559006,LB,220,
26,"Edgerton , WI",7/25/1990,Beloit,Active,Washington Redskins,5th season,76,Edgerton HS,WI,"Carrier, Derek",,derekcarrier/2534241,TE,248,
24,"White Plains , NY",7/18/1992,Fresno State,Active,Tennessee Titans,3rd season,72,University HS,"Orlando, FL","Riley, Curtis",35,curtisriley/2553822,CB,190,
23,"Mesa , AZ",11/4/1993,Stanford,Active,New Orleans Saints,3rd season,79,Corona del Sol HS,"Tempe, AZ","Peat, Andrus",75,andruspeat/2552455,OG,316,
22,"Inglewood , CA",7/15/1994,USC,Active,Oakland Raiders,Rookie,77,,,"Simmons, Jordan",,jordansimmons/2558997,OG,335,
24,"West Chester , PA",10/15/1992,Rutgers,Active,Cincinnati Bengals,3rd season,78,Downingtown East HS,"Exton, PA","Kroft, Tyler",81,tylerkroft/2552586,TE,250,
26,"Cairo , GA",2/14/1991,Georgia Southern,Active,Tampa Bay Buccaneers,5th season,72,Cairo HS,GA,"Wilcox, J.J.",,j.j.wilcox/2540219,DB,212,
28,"Winston Salem , NC",4/26/1989,Clemson,Active,Los Angeles Chargers,6th season,78,Carver HS,"Winston-Salem, NC","Hairston, Chris",75,chrishairston/2495157,OT,330,
22,,11/28/1994,North Carolina,Active,Indianapolis Colts,Rookie,76,Wilcox County HS,"Rochelle, GA","Howard, Bug",,bughoward/2558889,WR,221,
28,"Ardmore , OK",6/16/1988,Oklahoma,Active,Arizona Cardinals,8th season,77,Ardmore HS,OK,"Gresham, Jermaine",,jermainegresham/497238,TE,260,
22,Nigeria,5/9/1995,Eastern Washington,Active,Los Angeles Rams,Rookie,74,,,"Ebukam, Samson",,samsonebukam/2558830,LB,240,
21,"Pickerington , OH",7/11/1995,Michigan,Active,Denver Broncos,Rookie,78,Pickerington High School North HS,OH,"Butt, Jake",,jakebutt/2557859,TE,250,
30,"Cold Spring , MN",3/15/1987,Minnesota,Active,New York Jets,8th season,75,Rocori HS,"Cold Spring, MN","Decker, Eric",87,ericdecker/497284,WR,214,
29,"Detroit , MI",1/4/1988,LSU,Active,Los Angeles Chargers,7th season,77,Cass Tech HS,"Detroit, MI","Barksdale, Joe",72,joebarksdale/2508117,T,326,
30,"Dallas , TX",12/10/1986,Utah,Active,Tennessee Titans,9th season,69,Terrell HS,TX,"McCain, Brice",23,bricemccain/238466,CB,190,
20,"Corona , CA",9/8/1996,Utah,Active,New Orleans Saints,Rookie,73,Eleanor Roosevelt HS,"Eastvale, CA","Williams, Marcus",,marcuswilliams/2558847,SAF,195,
24,"Indianapolis , IN",10/15/1992,Baylor,Active,Cleveland Browns,2nd season,78,Cedar Park HS,TX,"Drango, Spencer",66,spencerdrango/2555144,OG,315,
21,"Cleveland , OH",5/19/1996,Ohio State,Active,New Orleans Saints,Rookie,72,Glenville HS,"Cleveland, OH","Lattimore, Marshon",,marshonlattimore/2558061,CB,192,
24,"West Point , MS",9/7/1992,Louisiana Tech,Active,Denver Broncos,1st season,75,West Point HS,MS,"Dora, Vontarrius",68,vontarriusdora/2556515,LB,256,
,,,Brigham Young,Active,Green Bay Packers,Rookie,72,,,"Pearson, Colby",,colbypearson/2559384,WR,190,
33,"Oklahoma City , OK",10/14/1983,Oklahoma State,Active,Houston Texans,6th season,76,Santa Fe HS,"Edmond, OK","Weeden, Brandon",5,brandonweeden/2532970,QB,230,
30,"Salt Lake City , UT",8/8/1986,Utah,Active,Arizona Cardinals,6th season,77,Skyline HS,"Salt Lake City, UT","Bergstrom, Tony",,tonybergstrom/2533010,C,315,
22,St. Catherine Jamaica,10/29/1994,LSU,Active,Minnesota Vikings,3rd season,77,Morton Ranch HS,"Katy, TX","Hunter, Danielle",99,daniellehunter/2552603,DE,252,
30,"Irving , TX",10/7/1986,Missouri,Active,New Orleans Saints,9th season,72,Carroll HS,"Southlake, TX","Daniel, Chase",,chasedaniel/81284,QB,225,
36,"Humble , TX",7/21/1980,Texas-El Paso,Active,Philadelphia Eagles,15th season,72,Pacifica HS,"Garden Grove, CA","Dorenbos, Jon",46,jondorenbos/2505252,LS,250,
26,"Long Beach , CA",5/11/1991,Appalachian State,Active,Seattle Seahawks,3rd season,74,Berkeley HS,"Moncks Corner, SC","McCray, Demetrius",,demetriusmccray/2540286,DB,194,
23,"Medina , OH",11/4/1993,Buffalo,Active,Cincinnati Bengals,Rookie,77,Medina HS,OH,"Schreck, Mason",,masonschreck/2558864,TE,258,
25,"Clayton , GA",9/19/1991,South Carolina,Active,Chicago Bears,3rd season,73,Flowerly Branch HS,GA,"Shaw, Connor",8,connorshaw/2550252,QB,210,
21,"Fort Wayne , IN",6/14/1995,Notre Dame,Active,Dallas Cowboys,1st season,74,Bishop Luers HS,"Fort Wayne, IN","Smith, Jaylon",54,jaylonsmith/2555310,OLB,240,
26,,3/26/1991,Louisville,Active,Pittsburgh Steelers,1st season,75,,,"Philon, Roy",,royphilon/2550441,DE,291,
22,,1/19/1995,Mississippi,Active,San Francisco 49ers,Rookie,72,Wren HS,"Pidmont, SC","Jones, D.J.",,d.j.jones/2558265,DT,321,
23,,2/27/1994,Louisiana-Lafayette,Active,Seattle Seahawks,Rookie,74,,,"Peters, Otha",,othapeters/2559228,LB,228,
26,"Monroe , LA",10/15/1990,Nevada,Unsigned free agent,Indianapolis Colts,5th season,71,Hug HS,"Reno, NV","Williams, Duke",31,dukewilliams/2539269,SS,201,
21,"Decatur , GA",7/14/1995,Georgia Tech,Active,Carolina Panthers,Rookie,76,Westminster HS,"Atlanta, GA","Butker, Harrison",,harrisonbutker/2558245,K,199,
21,"Groveland , FL",7/26/1995,Florida,Active,Atlanta Falcons,2nd season,72,South Sumter HS,"Bushnell, FL","Neal, Keanu",22,keanuneal/2555543,SS,211,
23,,9/15/1993,Appalachian State,Active,Tampa Bay Buccaneers,Rookie,75,,,"Gray, Alex",,alexgray/2559046,DB,225,
24,"Dallas , TX",9/11/1992,Texas A&M,Active,Dallas Cowboys,5th season,77,Rowlett HS,TX,"Moore, Damontre",,damontremoore/2540138,DE,250,
30,"Selma , AL",2/7/1987,Georgia Tech,Active,Cincinnati Bengals,9th season,79,Dallas Co. HS,"Plantersville, Al","Johnson, Michael",90,michaeljohnson/2507784,DE,272,
25,"Birmingham , AL",3/10/1992,Louisiana-Lafayette,Active,Green Bay Packers,2nd season,73,Gadsden HS,AL,"Ringo, Christian",99,christianringo/2553461,DE,298,
24,"Atlanta , GA",12/4/1992,Georgia,Active,New Orleans Saints,3rd season,72,Henry Grady HS,"Atlanta, GA","Swann, Damian",27,damianswann/2552436,CB,189,
26,,3/29/1991,Purdue,Active,Oakland Raiders,3rd season,77,,,"Holmes, Gabe",82,gabeholmes/2553658,TE,255,
24,,11/12/1992,Michigan State,Active,Los Angeles Chargers,2nd season,76,Finneytown HS,"Cincinnati, OH","Clark, Donavon",63,donavonclark/2555135,OG,315,
25,"Wichita , KS",10/26/1991,Kansas State,Active,Pittsburgh Steelers,2nd season,76,Andale HS,KS,"Finney, B.J.",67,b.j.finney/2553711,OG,318,
23,"Niagara Falls , NY",3/26/1994,Mississippi,Active,Denver Broncos,Rookie,74,St. Josephs HS,"Tonawanda, NY","Kelly, Chad",,chadkelly/2557869,QB,224,
27,"Farrell , PA",3/10/1990,Ohio State,Unsigned free agent,Chicago Bears,6th season,79,Dublin Coffman HS,OH,"Adams, Mike",76,mikeadams/2532783,T,323,
25,,11/1/1991,South Carolina,Active,Washington Redskins,1st season,73,,,"Patrick, Ronald",,ronaldpatrick/2550382,OG,310,
