name,age,birth_place,birthday,weight_lbs,height_in,college,player_id,number,position,current_stat,current_team,experience,high_school,high_school_loc,yrs_played
Ronnie Lippett,56.0,"Melbourne , FL",12/10/1960,180.0,71.0,Miami (Fla.),ronnielippett/2501765,,,Retired,,8 Seasons,,,1983 - 1991
Ted Grabinski,,,2/6/1916,207.0,74.0,Duquesne,tedgrabinski/2515126,,,Retired,,2 Seasons,,,1939 - 1940
Ralph Tamm,51.0,"Philadelphia , PA",3/11/1966,285.0,76.0,West Chester,ralphtamm/2503237,,,Retired,,10 Seasons,,,1990 - 1999
Chuck Washington,53.0,"Topeka , KS",1/9/1964,186.0,71.0,Arkansas,chuckwashington/2528272,,,Retired,,1 Season,,,1987 - 1987
Phillip James,52.0,"Atlanta , TX",12/3/1964,265.0,74.0,Southern University,phillipjames/2517384,,,Retired,,1 Season,,,1987 - 1987
Bob Lally,65.0,"Hoboken , NJ",2/12/1952,230.0,74.0,Cornell,boblally/2518994,,,Retired,,1 Season,,,1976 - 1976
D'Marco Farr,45.0,"San Pablo , CA",6/9/1971,280.0,73.0,Washington,d'marcofarr/2500593,,,Retired,,7 Seasons,,,1994 - 2000
Sam Mason,,"Hampton , VA",7/21/1899,175.0,68.0,Virginia Military Inst.,sammason/2520294,,,Retired,,2 Seasons,,,1922 - 1925
Landon Turner,24.0,"Morgantown , WV",5/15/1993,325.0,75.0,North Carolina,landonturner/2556784,78.0,OG,Active,New Orleans Saints,2nd season,Harrisonburg HS,VA,
John Macerelli,,"Muse , PA",11/2/1930,230.0,74.0,St. Vincent,johnmacerelli/2519901,,,Retired,,2 Seasons,,,1955 - 1956
P.J. Davis,22.0,"Cairo , GA",1/22/1995,216.0,71.0,Georgia Tech,p.j.davis/2559165,,LB,Active,Jacksonville Jaguars,Rookie,,,
Kyle Williams,33.0,"Ruston , LA",6/10/1983,303.0,73.0,LSU,kylewilliams/2506931,95.0,DE,Active,Buffalo Bills,12th season,Ruston HS,LA,
Clark Haggans,40.0,"Torrance , CA",1/10/1977,243.0,76.0,Colorado State,clarkhaggans/2504164,,,Retired,,13 Seasons,,,2000 - 2012
Warren Wells,74.0,"Franklin , LA",11/14/1942,190.0,73.0,Texas Southern,warrenwells/2528516,,,Retired,,5 Seasons,,,1964 - 1970
Darrick Vaughn,38.0,"Houston , TX",10/2/1978,193.0,71.0,Texas State,darrickvaughn/2503907,,,Retired,,3 Seasons,,,2000 - 2003
Ian Campbell,32.0,"Garden City , KS",5/15/1985,263.0,76.0,Kansas State,iancampbell/71241,,,Retired,,1 Season,,,2009 - 2009
Zack Follett,29.0,"Clovis , CA",7/3/1987,236.0,73.0,California,zackfollett/80640,,,Retired,,3 Seasons,,,2009 - 2011
Kyle Arrington,30.0,"Accokeek , MD",8/12/1986,186.0,70.0,Hofstra,kylearrington/2507430,24.0,CB,Unsigned free agent,Baltimore Ravens,9th season,Gwynn Park HS,"Brandywine, MD",
Red O'Neil,,,,190.0,70.0,Connecticut,redo'neil/2522507,,,Retired,,1 Season,,,1926 - 1926
Keith Kartz,54.0,"Las Vegas , NV",5/5/1963,270.0,76.0,California,keithkartz/2501562,,,Retired,,8 Seasons,,,1987 - 1994
Jared Allen,35.0,"Dallas , TX",4/3/1982,255.0,78.0,Idaho State,jaredallen/2505940,,,Retired,,12 Seasons,,,2004 - 2015
Alex Schibanoff,,"Freehold , NJ",10/17/1919,218.0,73.0,Franklin & Marshall,alexschibanoff/2525024,,,Retired,,2 Seasons,,,1941 - 1942
Steve Scifres,45.0,"Colorado Springs , CO",1/22/1972,300.0,76.0,Wyoming,stevescifres/2502865,,,Retired,,3 Seasons,,,1997 - 1999
Kenny Britt,28.0,"Bayonne , NJ",9/19/1988,223.0,75.0,Rutgers,kennybritt/71217,,WR,Active,Cleveland Browns,9th season,Bayonne HS,NJ,
Justin Taplin-Ross,28.0,,3/26/1989,225.0,75.0,Utah,justintaplin-ross/2533359,,,Retired,,1 Season,,,2012 - 2012
Jack Mattox,78.0,"Fresno , CA",8/3/1938,240.0,76.0,Fresno State,jackmattox/2520378,,,Retired,,1 Season,,,1961 - 1961
Victor Bailey,46.0,"Fort Worth , TX",7/3/1970,207.0,74.0,Missouri,victorbailey/2499497,,,Retired,,4 Seasons,,,1993 - 1996
John Matisi,,"New York , NY",11/2/1920,218.0,74.0,Duquesne,johnmatisi/2520339,,,Retired,,2 Seasons,,,1943 - 1946
Drisan James,32.0,,1/1/1985,185.0,71.0,Boise State,drisanjames/2495645,,,Retired,,1 Season,,,2007 - 2008
Ron McBride,68.0,"Fulton , MO",10/12/1948,202.0,72.0,Missouri,ronmcbride/2520477,,,Retired,,1 Season,,,1973 - 1973
Jess Quatse,,"Rillton , PA",4/4/1908,226.0,71.0,Pittsburgh,jessquatse/2523637,,,Retired,,3 Seasons,,,1933 - 1935
Richard Alston,36.0,"Warrenton , NC",11/20/1980,215.0,71.0,East Carolina,richardalston/2505427,,,Retired,,1 Season,,,2004 - 2004
Brett Petersmark,53.0,"Royal Oak , MI",3/5/1964,280.0,75.0,Eastern Michigan,brettpetersmark/2523083,,,Retired,,1 Season,,,1987 - 1987
Mark MacDonald,56.0,"West Roxbury , MA",4/30/1961,267.0,76.0,Boston College,markmacdonald/2519894,,,Retired,,4 Seasons,,,1985 - 1988
Akeem Judd,24.0,,12/11/1992,224.0,71.0,Mississippi,akeemjudd/2559338,,RB,Active,Tennessee Titans,Rookie,,,
Marvin Marshall,44.0,Aschaffenburg Germany,6/21/1972,162.0,70.0,South Carolina State,marvinmarshall/2501879,,,Retired,,3 Seasons,,,1995 - 1997
Nate Barragar,,"Deering , KS",6/3/1907,212.0,72.0,USC,natebarragar/2509066,,,Retired,,5 Seasons,,,1930 - 1935
Roosevelt Nix-Jones,25.0,,3/30/1992,248.0,71.0,Kent State,rooseveltnix/2550235,45.0,FB,Active,Pittsburgh Steelers,3rd season,Reynoldsburg HS,OH,
Dick Chapura,52.0,"Sarasota , FL",6/15/1964,277.0,75.0,Missouri,dickchapura/2511365,,,Retired,,4 Seasons,,,1987 - 1990
Guy Roberts,,"Schaler , IA",5/10/1900,175.0,68.0,Iowa State,guyroberts/2524270,,,Retired,,2 Seasons,,,1926 - 1927
Dawson Zimmerman,27.0,,11/15/1989,205.0,74.0,Clemson,dawsonzimmerman/2535583,,,Retired,,1 Season,,,2012 - 2012
Milt Davis,,"Muskogee , OK",5/31/1929,188.0,73.0,UCLA,miltdavis/2512601,,,Retired,,4 Seasons,,,1957 - 1960
Hal Garner,55.0,"New Iberia , LA",1/18/1962,219.0,76.0,Utah State,halgarner/2500766,,,Retired,,5 Seasons,,,1985 - 1991
Henry Reed,69.0,"Detroit , MI",1/15/1948,230.0,75.0,Weber State,henryreed/2523862,,,Retired,,4 Seasons,,,1971 - 1974
Patrick Mahomes,21.0,"Tyler , TX",9/17/1995,215.0,75.0,Texas Tech,patrickmahomes/2558125,,QB,Active,Kansas City Chiefs,Rookie,Whitehouse HS,TX,
Craig Shaffer,58.0,"Terre Haute , IN",3/31/1959,230.0,72.0,Indiana State,craigshaffer/2525362,,,Retired,,3 Seasons,,,1982 - 1984
Darren Waller,24.0,"Landover , MD",9/13/1992,255.0,78.0,Georgia Tech,darrenwaller/2552408,84.0,TE,Active,Baltimore Ravens,3rd season,North Cobb HS,"Acworth, GA",
Vic Hall,30.0,"Lynchburg , VA",9/24/1986,185.0,69.0,Virginia,vichall/2507907,,,Retired,,1 Season,,,2010 - 2010
Norm Katnik,35.0,"Tucson , AZ",7/2/1981,295.0,76.0,USC,normkatnik/2505721,,,Retired,,2 Seasons,,,2005 - 2007
Matt Veldman,28.0,"Pittsburgh , PA",8/12/1988,255.0,79.0,North Dakota State,mattveldman/2534561,,,Retired,,3 Seasons,,,2012 - 2014
Clarence Walker,,"Dequincy , LA",9/23/1938,205.0,73.0,Southern Illinois,clarencewalker/2528082,,,Retired,,1 Season,,,1963 - 1963
Charles Johnson,59.0,"Baltimore , MD",6/29/1957,262.0,73.0,Maryland,charlesjohnson/2517587,,,Retired,,3 Seasons,,,1979 - 1983
John Chesley,54.0,"Washington , DC",7/2/1962,225.0,77.0,Oklahoma State,johnchesley/2511415,,,Retired,,1 Season,,,1984 - 1984
Clint Wager,,"Winona , MN",1/20/1920,218.0,78.0,St. Mary's (Minn.),clintwager/2528044,,,Retired,,4 Seasons,,,1942 - 1945
Dick Marsh,,"Sayre , OK",8/29/1906,210.0,74.0,Phillips,dickmarsh/2520190,,,Retired,,1 Season,,,1933 - 1933
Eric Johnson,41.0,"Carson , CA",4/30/1976,241.0,72.0,Nebraska,ericjohnson/2503920,,,Retired,,6 Seasons,,,2000 - 2005
Jake Kumerow,25.0,,2/17/1992,206.0,76.0,Wis.-Whitewater,jakekumerow/2553548,84.0,WR,Active,Cincinnati Bengals,1st season,,,
Johnthan Banks,27.0,"Maben , MS",10/3/1989,185.0,74.0,Mississippi State,johnthanbanks/2539262,35.0,CB,Active,Chicago Bears,5th season,East Webster HS,"Maben, MS",
Whit Canale,,"Sarasota , FL",12/27/1941,245.0,75.0,Tennessee,whitcanale/2511008,,,Retired,,2 Seasons,,,1966 - 1968
Dwaine Carpenter,40.0,"Pinehurst , NC",11/4/1976,208.0,73.0,North Carolina A&T,dwainecarpenter/2505426,,,Retired,,4 Seasons,,,2003 - 2006
Calvin Nicholson,49.0,"Los Angeles , CA",7/9/1967,183.0,69.0,Oregon State,calvinnicholson/2522135,,,Retired,,2 Seasons,,,1989 - 1991
Norm Beal,76.0,"St. Louis , MO",6/16/1940,170.0,71.0,Missouri,normbeal/2509224,,,Retired,,1 Season,,,1962 - 1962
Jim Flaherty,,"Washington , DC",12/26/1895,198.0,,Georgetown,jimflaherty/2514108,,,Retired,,1 Season,,,1923 - 1923
Michael Basinger,65.0,"Merced , CA",12/11/1951,258.0,75.0,California-Riverside,michaelbasinger/2509122,,,Retired,,1 Season,,,1974 - 1974
Ronald Flemons,37.0,"San Antonio , TX",10/20/1979,265.0,77.0,Texas A&M,ronaldflemons/2504541,,,Retired,,3 Seasons,,,2001 - 2004
Kevin Walter,35.0,"Lake Forest , IL",8/4/1981,218.0,75.0,Eastern Michigan,kevinwalter/2505453,,,Retired,,11 Seasons,,,2003 - 2013
Steve Warren,39.0,"Lawton , OK",1/22/1978,302.0,73.0,Nebraska,stevewarren/2504102,,,Retired,,3 Seasons,,,2000 - 2002
Cris Dishman,51.0,"Louisville , KY",8/13/1965,190.0,72.0,Purdue,crisdishman/2500405,,,Retired,,13 Seasons,,,1988 - 2000
Adrian Cannon,28.0,,8/12/1988,204.0,74.0,Maryland,adriancannon/2530756,,,Retired,,1 Season,,,2011 - 2011
Edgar Fields,63.0,"Austin , TX",3/10/1954,255.0,74.0,Texas A&M,edgarfields/2514000,,,Retired,,5 Seasons,,,1977 - 1981
Marlon Favorite,30.0,"Gretna , LA",6/22/1986,317.0,73.0,LSU,marlonfavorite/81817,,,Retired,,4 Seasons,,,2009 - 2012
Brandin Bryant,23.0,,9/16/1993,289.0,74.0,Florida Atlantic,brandinbryant/2556486,,DT,Active,New York Jets,1st season,,,
Steve Baylark,33.0,"Aberdeen , MS",7/28/1983,225.0,72.0,Massachusetts,stevebaylark/2507267,,,Retired,,2 Seasons,,,2007 - 2008
Jakar Hamilton,27.0,"Johnston , SC",10/2/1989,208.0,71.0,South Carolina State,jakarhamilton/2541827,,,Retired,,2 Seasons,,,2013 - 2014
Karel Hamilton,22.0,,3/30/1995,181.0,73.0,Samford,karelhamilton/2558948,,WR,Active,Cincinnati Bengals,Rookie,,,
Andrew Schulze,29.0,,9/23/1987,255.0,78.0,Iowa,andrewschulze/2530601,,,Retired,,1 Season,,,2011 - 2011
Don Thompson,77.0,"Danville , VA",10/7/1939,240.0,76.0,Richmond,donthompson/2527320,,,Retired,,3 Seasons,,,1962 - 1964
Darqueze Dennard,25.0,"Dry Branch , GA",10/10/1991,198.0,71.0,Michigan State,darquezedennard/2543474,21.0,CB,Active,Cincinnati Bengals,4th season,Twiggs Co. HS,"Jeffersonville, GA",
Derrick Warford,35.0,,4/1/1982,315.0,75.0,Alabama State,derrickwarford/2506675,,,Retired,,1 Season,,,2006 - 2006
Haloti Ngata,33.0,"Inglewood , CA",1/21/1984,345.0,76.0,Oregon,halotingata/2506879,92.0,DT,Active,Detroit Lions,12th season,Highland HS,"Salt Lake City, UT",
Demario Ballard,33.0,,1/17/1984,220.0,78.0,Western Oregon,demarioballard/2530941,,,Retired,,1 Season,,,2011 - 2011
Devard Darling,35.0,Bahamas,4/16/1982,213.0,73.0,Washington State,devarddarling/2505939,,,Retired,,6 Seasons,,,2004 - 2011
Billy Newsome,69.0,"Jacksonville , TX",3/2/1948,250.0,76.0,Grambling State,billynewsome/2522107,,,Retired,,8 Seasons,,,1970 - 1977
Dale Carver,56.0,"Melbourne , FL",3/5/1961,225.0,74.0,Georgia,dalecarver/2511225,,,Retired,,1 Season,,,1983 - 1983
Bill Godwin,,"Blytheville , AR",5/8/1919,241.0,75.0,Georgia,billgodwin/2514983,,,Retired,,2 Seasons,,,1947 - 1948
Nick Daukas,,"Nashua , NH",12/11/1922,220.0,75.0,Dartmouth,nickdaukas/2512480,,,Retired,,2 Seasons,,,1946 - 1947
Skip Thomas,,"Higginsville , MO",2/7/1950,205.0,73.0,USC,skipthomas/2527208,,,Retired,,6 Seasons,,,1972 - 1977
Orlando Ferrante,84.0,"Los Angeles , CA",9/24/1932,230.0,72.0,USC,orlandoferrante/2513968,,,Retired,,2 Seasons,,,1960 - 1961
Darryll Lewis,48.0,"Bellflower , CA",12/16/1968,188.0,69.0,Arizona,darrylllewis/2501742,,,Retired,,10 Seasons,,,1991 - 2000
David Evans,58.0,"Naples , TX",5/1/1959,178.0,72.0,Central Arkansas,davidevans/2513733,,,Retired,,2 Seasons,,,1986 - 1987
Ed King,47.0,"Fort Benning , GA",12/3/1969,300.0,76.0,Auburn,edking/2501616,,,Retired,,6 Seasons,,,1991 - 1997
Rich Johnson,70.0,"Canton , IL",5/13/1947,225.0,73.0,Illinois,richjohnson/2517744,,,Retired,,1 Season,,,1969 - 1969
Emmett Tilley,56.0,"Durham , NC",2/13/1961,240.0,71.0,Duke,emmetttilley/2527427,,,Retired,,1 Season,,,1983 - 1983
Blake Countess,23.0,"Baltimore , MD",8/8/1993,184.0,69.0,Auburn,blakecountess/2556374,29.0,CB,Active,Los Angeles Rams,2nd season,Our Lady of Good Counsel HS,"Olney, MD",
Frank Nesser,,"Columbus , OH",6/3/1889,245.0,73.0,No College,franknesser/2522060,,,Retired,,5 Seasons,,,1920 - 1926
Nu'Keese Richardson,,,,160.0,70.0,Pikeville,nu'keeserichardson/2551354,,,Retired,,1 Season,,,2014 - 2014
Errol Mann,,"Breckenridge , MN",6/27/1941,200.0,72.0,North Dakota,errolmann/2520071,,,Retired,,11 Seasons,,,1968 - 1978
Jordan Richards,24.0,"Sacramento , CA",1/21/1993,210.0,71.0,Stanford,jordanrichards/2552392,37.0,SS,Active,New England Patriots,3rd season,Folsom HS,CA,
Troy Aikman,50.0,"West Covina , CA",11/21/1966,220.0,76.0,UCLA,troyaikman/2499369,,,Retired,,12 Seasons,,,1989 - 2000
Dave Waymer,,"Brooklyn , NY",7/1/1958,195.0,73.0,Notre Dame,davewaymer/2503570,,,Retired,,13 Seasons,,,1980 - 1992
Ralph Wenzel,,"San Mateo , CA",3/13/1943,250.0,74.0,San Diego State,ralphwenzel/2528537,,,Retired,,8 Seasons,,,1966 - 1974
Bennie Anderson,40.0,"St. Louis , MO",2/17/1977,345.0,77.0,Tennessee State,bennieanderson/2504088,,,Retired,,6 Seasons,,,2001 - 2006
Tony Martin,51.0,"Miami , FL",9/5/1965,180.0,73.0,Mesa State,tonymartin/2501892,,,Retired,,12 Seasons,,,1990 - 2001
Mike Pearson,36.0,"Tampa , FL",8/22/1980,302.0,79.0,Florida,mikepearson/2505039,,,Retired,,5 Seasons,,,2002 - 2006
Terry Redden,23.0,"Memphis , TN",8/23/1993,295.0,74.0,Memphis,terryredden/2553588,,,Retired,,1 Season,,,2015 - 2015
Harvey Martin,,"Dallas , TX",11/16/1950,262.0,77.0,Texas A&M-Commerce,harveymartin/2520240,,,Retired,,11 Seasons,,,1973 - 1983
Jesse Thompson,61.0,"Merced , CA",3/12/1956,185.0,73.0,California,jessethompson/2527338,,,Retired,,2 Seasons,,,1978 - 1980
Lee Riley,,"Omaha , NE",8/24/1932,192.0,73.0,Detroit Mercy,leeriley/2524187,,,Retired,,7 Seasons,,,1955 - 1962
Cre'von LeBlanc,22.0,"West Palm Beach , FL",7/25/1994,190.0,70.0,Florida Atlantic,cre'vonleblanc/2556587,22.0,CB,Active,Chicago Bears,2nd season,Glades Central HS,"Belle Glade, FL",
Alan Page,71.0,"Canton , OH",8/7/1945,245.0,76.0,Notre Dame,alanpage/2522657,,,Retired,,15 Seasons,,,1967 - 1981
Kent Richardson,30.0,,4/21/1987,200.0,71.0,West Virginia,kentrichardson/2540322,,,Retired,,1 Season,,,2013 - 2013
Javon Hargrave,24.0,"Salisbury , NC",2/7/1993,305.0,73.0,South Carolina State,javonhargrave/2555239,79.0,NT,Active,Pittsburgh Steelers,2nd season,North Rowan HS,"Spencer, NC",
Jack Keefer,,"Olney , IL",5/1/1900,172.0,69.0,Brown,jackkeefer/2518217,,,Retired,,2 Seasons,,,1926 - 1928
Bobby Vardaro,25.0,,11/26/1991,317.0,76.0,Boston College,bobbyvardaro/2553686,,,Retired,,1 Season,,,2015 - 2015
Sam Cotton,23.0,,1/27/1994,236.0,76.0,Nebraska,samcotton/2559374,,TE,Active,New England Patriots,Rookie,,,
Art Baker,79.0,"Erie , PA",12/31/1937,220.0,72.0,Syracuse,artbaker/2508865,,,Retired,,2 Seasons,,,1961 - 1962
Leon McFadden,26.0,"Bellflower , CA",10/26/1990,190.0,70.0,San Diego State,leonmcfadden/2539300,23.0,DB,Active,Dallas Cowboys,4th season,St. John Bosco HS,"Bellflower, CA",
Harold Alexander,46.0,"Pickens , SC",10/20/1970,224.0,74.0,Appalachian State,haroldalexander/2499388,,,Retired,,2 Seasons,,,1993 - 1994
Anthony Fabiano,23.0,"Medford , MA",7/13/1993,307.0,77.0,Harvard,anthonyfabiano/2556520,61.0,C,Active,Cleveland Browns,1st season,Wakefield HS,MA,
Ben Derr,,"Turton , SD",6/25/1892,180.0,70.0,Pennsylvania,benderr/2512834,,,Retired,,2 Seasons,,,1920 - 1921
J.P. Foschi,35.0,"Queens , NY",5/19/1982,265.0,75.0,Georgia Tech,j.p.foschi/2505813,,,Retired,,5 Seasons,,,2005 - 2010
Lac Edwards,25.0,Hastings Australia,4/27/1992,209.0,76.0,Sam Houston State,lacedwards/2555558,4.0,P,Active,New York Jets,2nd season,Mornington Secondary College HS,"Hastings, Australia",
John Klumb,,"Aurora , NE",1/22/1916,200.0,75.0,Washington State,johnklumb/2518616,,,Retired,,2 Seasons,,,1939 - 1940
Pete Tatman,72.0,"Sutherland , NE",4/27/1945,220.0,73.0,Nebraska,petetatman/2527045,,,Retired,,1 Season,,,1967 - 1967
Kelvin Korver,68.0,"Dallas , TX",2/21/1949,267.0,78.0,Northwestern (Ia),kelvinkorver/2518744,,,Retired,,4 Seasons,,,1972 - 1975
Billy Van Heusen,70.0,"New Rochelle , NY",8/27/1946,200.0,73.0,Maryland,billyvanheusen/2527869,,,Retired,,9 Seasons,,,1968 - 1976
Cody Heiman,,,,245.0,75.0,Washburn,codyheiman/2558951,,LB,Active,Green Bay Packers,Rookie,,,
Bobby Bell,76.0,"Shelby , NC",6/17/1940,228.0,76.0,Minnesota,bobbybell/2509368,,,Retired,,12 Seasons,,,1963 - 1974
Bert Askson,71.0,"Houston , TX",12/16/1945,223.0,75.0,Texas Southern,bertaskson/2508698,,,Retired,,5 Seasons,,,1971 - 1977
Travis Harvey,27.0,,5/18/1990,185.0,74.0,Florida A&M,travisharvey/2541929,,,Retired,,1 Season,,,2014 - 2015
David Thomas,33.0,"Plainview , TX",7/5/1983,248.0,75.0,Texas,davidthomas/2495960,,,Retired,,7 Seasons,,,2006 - 2012
Andrew Davie,34.0,,1/5/1983,275.0,78.0,Arkansas,andrewdavie/2507632,,,Retired,,1 Season,,,2009 - 2009
Roger Gill,76.0,"League City , TX",10/14/1940,200.0,73.0,Texas Tech,rogergill/2514878,,,Retired,,2 Seasons,,,1964 - 1965
Justin Horton,33.0,"Miami , FL",2/25/1984,235.0,74.0,Jacksonville,justinhorton/2559304,,LB,Active,Jacksonville Jaguars,Rookie,,,
Chip Glass,69.0,"Homestead , FL",6/25/1947,235.0,76.0,Florida State,chipglass/2514939,,,Retired,,6 Seasons,,,1969 - 1974
Neal Petties,76.0,"San Diego , CA",9/16/1940,198.0,74.0,San Diego State,nealpetties/2523123,,,Retired,,3 Seasons,,,1964 - 1966
Garrett Gilbert,25.0,"Buffalo , NY",7/1/1991,221.0,76.0,Southern Methodist,garrettgilbert/2549982,,QB,Active,Carolina Panthers,1st season,Lake Travis HS,"Austin, TX",
Elliot Risley,,"Compton , IL",1/24/1896,207.0,72.0,Indiana,elliotrisley/2524213,,,Retired,,3 Seasons,,,1921 - 1923
Tom Walters,74.0,"Petal , MS",6/11/1942,195.0,74.0,Southern Mississippi,tomwalters/2528189,,,Retired,,4 Seasons,,,1964 - 1967
Moses Regular,45.0,"Miami , FL",10/30/1971,255.0,75.0,Missouri Valley,mosesregular/2502621,,,Retired,,1 Season,,,1996 - 1996
Seth Marler,36.0,"Atlanta , GA",3/27/1981,200.0,73.0,Tulane,sethmarler/2505256,,,Retired,,2 Seasons,,,2003 - 2006
Tommy Irvin,28.0,"Austin , TX",4/6/1989,212.0,72.0,Wofford,tommyirvin/2531044,,,Retired,,1 Season,,,2011 - 2011
Mike Mamula,43.0,"Lackawanna , NY",8/14/1973,252.0,76.0,Boston College,mikemamula/2501853,,,Retired,,6 Seasons,,,1995 - 2000
Myrt Basing,,"Appleton , WI",10/29/1900,190.0,69.0,Lawrence,myrtbasing/2509121,,,Retired,,5 Seasons,,,1923 - 1927
Zaviar Gooden,26.0,"Austin , TX",8/31/1990,231.0,73.0,Missouri,zaviargooden/2539264,52.0,LB,Active,Arizona Cardinals,4th season,Pflugerville HS,TX,
Vince Ferragamo,63.0,"Torrance , CA",4/24/1954,212.0,75.0,Nebraska,vinceferragamo/2513967,,,Retired,,9 Seasons,,,1977 - 1986
Dedrick Harrington,33.0,"Mexico , MO",9/25/1983,248.0,75.0,Missouri,dedrickharrington/2507280,,,Retired,,1 Season,,,2007 - 2008
Brandon Shippen,23.0,"Philadelphia , PA",5/17/1994,198.0,71.0,Temple,brandonshippen/2556680,,WR,Active,Los Angeles Rams,1st season,,,
Gill Fenerty,53.0,"New Orleans , LA",8/24/1963,205.0,72.0,Holy Cross,gillfenerty/2500610,,,Retired,,2 Seasons,,,1990 - 1991
Joe Dean Davenport,40.0,"Springdale , AR",10/29/1976,268.0,78.0,Arkansas,joedeandavenport/2503951,,,Retired,,3 Seasons,,,2001 - 2003
Benny Nelson,76.0,"Gadsden , AL",4/1/1941,185.0,72.0,Alabama,bennynelson/2522026,,,Retired,,1 Season,,,1964 - 1964
Kevin McDermott,27.0,"Nashville , TN",1/12/1990,240.0,77.0,UCLA,kevinmcdermott/2541627,47.0,LS,Active,Minnesota Vikings,5th season,Ensworth HS,"Nashville, TN",
LeShun Daniels,22.0,,6/4/1995,216.0,72.0,Iowa,leshundaniels/2559020,39.0,RB,Active,New England Patriots,Rookie,,,
Kevin Reach,53.0,"Atlanta , GA",10/24/1963,270.0,75.0,Utah,kevinreach/2523805,,,Retired,,1 Season,,,1987 - 1987
Theo Goins,28.0,,11/1/1988,317.0,76.0,Central Florida,theogoins/2539212,,,Retired,,1 Season,,,2013 - 2013
Ron Vander Kelen,,"Green Bay , WI",11/6/1939,185.0,73.0,Wisconsin,ronvanderkelen/2527847,,,Retired,,5 Seasons,,,1963 - 1967
Kevin McAlmont,32.0,,7/24/1984,320.0,79.0,Western Carolina,kevinmcalmont/2507002,,,Retired,,0 Season,,,2006 - 2007
Ron Edwards,45.0,,9/18/1971,311.0,77.0,North Carolina A&T,ronedwards/2513496,,,Retired,,1 Season,,,1994 - 1994
Alex Johnson,48.0,"Miami , FL",8/18/1968,167.0,69.0,Miami (Fla.),alexjohnson/2501406,,,Retired,,1 Season,,,1991 - 1991
Gran Harrison,,"Ashland , MS",7/1/1917,211.0,76.0,Mississippi State,granharrison/2516005,,,Retired,,2 Seasons,,,1941 - 1942
Josh Victorian,28.0,"New Orleans , LA",7/10/1988,190.0,70.0,Louisiana Tech,joshvictorian/2530609,,,Retired,,4 Seasons,,,2011 - 2014
Zach Vigil,26.0,"Roy , UT",3/28/1991,240.0,74.0,Utah State,zachvigil/2553687,59.0,OLB,Active,Washington Redskins,3rd season,Clearfield HS,UT,
Damaris Johnson,27.0,"Norco , LA",11/22/1989,175.0,68.0,Tulsa,damarisjohnson/2536031,,,Retired,,4 Seasons,,,2012 - 2015
Vic Baltzell,,"Soda Springs , ID",6/20/1912,205.0,71.0,Southwestern (Kans.),vicbaltzell/2508935,,,Retired,,1 Season,,,1935 - 1935
Dante Ellington,37.0,"Rochester , NY",2/29/1980,363.0,77.0,Alabama,danteellington/2505272,,,Retired,,1 Season,,,2005 - 2005
Reggie Ragland,23.0,"Madison , AL",9/23/1993,252.0,74.0,Alabama,reggieragland/2555169,59.0,ILB,Active,Buffalo Bills,2nd season,Bob Jones HS,"Madison, AL",
Frank Ribar,,"Wickhaven , PA",1/15/1917,190.0,73.0,Duke,frankribar/2524045,,,Retired,,1 Season,,,1943 - 1943
Ed Carrington,72.0,"Beaumont , TX",9/1/1944,225.0,76.0,Virginia,edcarrington/2511145,,,Retired,,2 Seasons,,,1968 - 1969
Brandon Sanders,43.0,"San Diego , CA",6/10/1973,185.0,69.0,Arizona,brandonsanders/2502818,,,Retired,,3 Seasons,,,1997 - 1999
Anthony Fasano,33.0,"Glen Ridge , NJ",4/20/1984,255.0,76.0,Notre Dame,anthonyfasano/2495835,,TE,Active,Miami Dolphins,12th season,Verona HS,NJ,
Tyrone Keys,57.0,"Jackson , MS",10/24/1959,272.0,79.0,Mississippi State,tyronekeys/2518405,,,Retired,,6 Seasons,,,1983 - 1988
Sampson Genus,29.0,"Lake City , FL",5/2/1988,315.0,73.0,South Florida,sampsongenus/2530684,,,Retired,,2 Seasons,,,2011 - 2012
Steven Scheu,24.0,"Greenville , SC",7/7/1992,255.0,77.0,Vanderbilt,stevenscheu/2556674,,TE,Active,Denver Broncos,1st season,Reitz Memorial HS,"Evansville, IN",
Jay Elliott,25.0,"Cleveland , OH",11/11/1991,255.0,75.0,Toledo,jayelliott/2550196,91.0,LB,Active,Green Bay Packers,4th season,Glenville HS,"Cleveland, OH",
Clifford Charlton,52.0,"Tallahassee , FL",2/16/1965,240.0,75.0,Florida,cliffordcharlton/2511371,,,Retired,,2 Seasons,,,1988 - 1989
Herb Kempton,,"Malden , MA",12/8/1892,155.0,68.0,Yale,herbkempton/2518321,,,Retired,,1 Season,,,1921 - 1921
Justin McCray,25.0,,5/31/1992,321.0,75.0,Central Florida,justinmccray/2550495,,G,Active,Green Bay Packers,1st season,,,
John O'Callaghan,53.0,London England,5/15/1964,245.0,76.0,San Diego State,johno'callaghan/2522360,,,Retired,,1 Season,,,1987 - 1987
Earl Campbell,62.0,"Tyler , TX",3/29/1955,232.0,71.0,Texas,earlcampbell/2510969,,,Retired,,8 Seasons,,,1978 - 1985
Roger LaLonde,75.0,"Antwerp , NY",1/6/1942,255.0,75.0,Muskingam,rogerlalonde/2518995,,,Retired,,2 Seasons,,,1964 - 1965
